PassengerId,Pclass,SibSp,Parch,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Age_scaled,Fare_scaled
1258,3,1,0,1,0,0,0,1,-0.7875745210761085,-0.3781259818728208
1259,3,0,0,0,0,1,1,0,-0.641160850451577,0.0740662817608896
1260,1,0,1,1,0,0,1,0,1.1044387946703418,0.42738069509462656
1261,2,0,0,1,0,0,0,1,-0.10989139324055823,-0.3888800033312986
1262,2,1,0,0,0,1,0,1,-0.7170564871960082,-0.43114868467384526
1263,1,0,0,1,0,0,1,0,0.04189988024830426,1.7734257143140886
1264,1,0,0,0,0,1,0,1,1.4080213416480667,-0.6372674292946683
1265,2,0,0,0,0,1,0,1,1.0285431579259106,-0.40426363102765095
1266,1,1,1,0,0,1,1,0,1.7874995253702228,0.8299090952961771
1267,1,0,0,1,0,0,1,0,1.1044387946703418,4.065376537652154
1268,3,2,0,0,0,1,1,0,-0.641160850451577,-0.48200624448789614
1269,2,0,0,0,0,1,0,1,-0.7170564871960082,-0.43114868467384526
1270,1,0,0,0,0,1,0,1,1.863395162114654,0.25890102557847555
1271,3,4,2,0,0,1,0,1,-1.9313866751069082,-0.07469768174805229
1272,3,0,0,0,1,0,0,1,0.36793420076489447,-0.49836131878933104
1273,3,0,0,0,1,0,0,1,-0.337578303473852,-0.4960456195019388
1274,3,0,0,0,0,1,1,0,-0.46379525464641186,-0.37737857738145664
1275,3,1,0,0,0,1,1,0,-0.8688477606848707,-0.348701186825516
1276,2,0,0,0,0,1,0,1,0.3126568881778408,-0.4065040521648338
1277,2,1,2,0,0,1,1,0,-0.48936957696271444,0.5277515620404187
1278,3,0,0,0,0,1,0,1,-0.48936957696271444,-0.4979132345618945
1279,2,0,0,0,0,1,0,1,2.0151864356035167,-0.40426363102765095
1280,3,0,0,0,1,0,0,1,-0.7170564871960082,-0.49836131878933104
1281,3,3,1,0,0,1,0,1,-1.855491038362477,-0.2595324255656382
1282,1,0,0,0,0,1,0,1,-0.5652652137071457,1.0385675813181108
1283,1,0,1,0,0,1,1,0,1.5598126151369291,0.068913313145369
1284,3,0,2,0,0,1,0,1,-1.3242215811514582,-0.27431920507104507
1285,2,0,0,0,0,1,0,1,1.2562300681592042,-0.44907205377130816
1286,3,3,1,0,0,1,0,1,-0.10989139324055823,-0.2425052249230485
1287,1,1,0,0,0,1,1,0,-0.9447433974293019,0.4381347165531043
1288,3,0,0,0,1,0,0,1,-0.48936957696271444,-0.5073230033380625
1289,1,1,1,1,0,0,1,0,1.3321257049036355,0.7822634032243916
1290,3,0,0,0,0,1,0,1,-0.641160850451577,-0.4979132345618945
1291,3,0,0,0,1,0,0,1,0.04189988024830426,-0.4986606390532587
1292,1,0,0,0,0,1,1,0,-0.03399575649612698,2.3176992866860147
1293,2,1,0,0,0,1,0,1,0.573169337459323,-0.2608766782479479
1294,1,0,1,1,0,0,1,0,-0.641160850451577,0.42738069509462656
1295,1,0,0,0,0,1,0,1,-1.0206390341737333,0.2069232551958332
1296,1,1,0,1,0,0,0,1,0.9526475211814792,-0.1404172992177194
1297,2,0,0,1,0,0,0,1,-0.7929521239404395,-0.3888047251810892
1298,2,1,0,0,0,1,0,1,-0.5652652137071457,-0.44907205377130816
1299,1,1,1,1,0,0,0,1,1.483916978392498,3.15352513481873
1300,3,0,0,0,1,0,1,0,-0.8008770608167584,-0.49888468116697693
1301,3,1,1,0,0,1,1,0,-2.0831779485957704,-0.3903730199771172
1302,3,0,0,0,1,0,1,0,0.36793420076489447,-0.49836131878933104
1303,1,1,0,0,1,0,1,0,0.49727370071489174,0.9758357894769906
1304,3,0,0,0,0,1,1,0,-0.18578702998498947,-0.4979132345618945
1305,3,0,0,0,0,1,0,1,0.019565826784205844,-0.4929843080600922
1306,1,0,0,1,0,0,1,0,0.6490649742037542,1.314587465419039
1307,3,0,0,0,0,1,0,1,0.6111171558315386,-0.5073230033380625
1308,3,0,0,0,0,1,0,1,0.019565826784205844,-0.4929843080600922
1309,3,1,1,1,0,0,0,1,-0.3532506018749954,-0.2365313660028641
